"IndividualId","Gender","Population","Organism|Weight","Organism|BMI","Organism|BSA","Organism|Age","Organism|Gestational age","Organism|Height","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Hematocrit","Organism|VenousBlood|Volume","Organism|ArterialBlood|Volume","Organism|Bone|Specific blood flow rate","Organism|Bone|Volume","Organism|Brain|Volume","Organism|Brain|Specific blood flow rate","Organism|Fat|Volume","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate","Organism|Gonads|Volume","Organism|Gonads|Specific blood flow rate","Organism|Heart|Volume","Organism|Heart|Specific blood flow rate","Organism|Kidney|Volume","Organism|Kidney|Age of aging onset","Organism|Kidney|Aging half-time","Organism|Kidney|GFRmat","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR","Organism|Kidney|Specific blood flow rate","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius","Organism|Lumen|Stomach|Gastric emptying time","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Length","Organism|Lumen|Stomach|Proximal radius","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume","Organism|Stomach|Specific blood flow rate","Organism|SmallIntestine|Small intestinal transit time","Organism|SmallIntestine|Volume","Organism|SmallIntestine|Specific blood flow rate","Organism|LargeIntestine|Large intestinal transit time","Organism|LargeIntestine|Volume","Organism|LargeIntestine|Specific blood flow rate","Organism|Liver|Volume","Organism|Liver|Specific blood flow rate","Organism|Lung|Volume","Organism|Lung|Fraction vascular","Organism|Muscle|Volume","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (water)","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate","Organism|Pancreas|Volume","Organism|Pancreas|Specific blood flow rate","Organism|PortalVein|Volume","Organism|Skin|Volume","Organism|Skin|Specific blood flow rate","Organism|Spleen|Volume","Organism|Spleen|Specific blood flow rate"
29,"MALE","European_ICRP_2002",66.4143666568868,0.262421978770743,171.318360873937,76.1235693535412,40,15.9085616304252,0.797696729908873,1.23765650837554,0.47,0.801672296732306,0.369660065967031,0.0290342999901634,9.17728963114843,1.52016168500548,0.467140506739992,20.4591102242399,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.020181364966261,0.0276156218582059,0.0864883337373517,0.445517068184359,0.739041909123727,0.308756816198157,30,54,0.135150957112788,1.5,14.6919837612231,0.9,46.0199003824079,1.52948697585224,0.513429834022172,0.5,16.13940182111,0.409815513468005,1.0889961709469,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.166125894822707,0.207359425375606,83.0946652532066,0.685177468646057,0.480867099759043,2652,0.409562275479522,0.349538023086895,1.58075089368268,0.150042514110302,0.842769513327261,0.58,25.0138044956841,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.033594937791325,0.159322313278669,0.244880956876783,0.783485969805487,3.55548149303959,0.0980304065179705,0.108102929786843,0.679815689660201
30,"MALE","European_ICRP_2002",60.8834887918677,0.25602589899094,161.495754024981,74.1458473439076,40,15.420832342946,0.838484831888335,0.82964286763095,0.47,0.901945710399525,0.362833501869612,0.0254432218320231,8.63517728451888,1.37804764015177,0.424410735746628,21.3976803406942,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0228334401587589,0.0289411175487897,0.0804335184130795,0.380284696099431,0.65963316005053,0.324762039751177,30,54,0.154459733136369,1.5,14.9862103853934,0.9,43.3867650593883,1.4849488725801,1.11322519759213,0.5,16.6301640113047,0.655575062876764,1.28509034009129,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.1490095994438,0.22354910661761,108.912128950595,0.527003093431822,0.559434622593402,2652,0.422787622836334,0.367157066719617,0.560168601842403,0.150904166189434,0.97742835904189,0.58,20.7314357256584,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0327843090841356,0.115407913733527,0.249400081843779,0.722194220823994,3.10414705021363,0.0848871024614475,0.164234273808618,0.646160555985076
31,"MALE","European_ICRP_2002",73.0501592083975,0.247305177559744,186.751891107224,21.3465844855395,40,17.1867586770659,0.686259482330823,0.776635362328402,0.441155281618465,0.831621985879394,0.407340569093644,0.0315624559106034,10.2216114244216,1.53393292670524,0.563569947585241,23.8654851586723,0.759617394265851,0.750122176837528,0.00189904348566463,0.194613662057842,0.190382605734149,0.228459126880979,0.809942046635964,0.873560003405729,0.0015192347885317,0.0019218320074926,0.171344345160734,0.0114229563440489,0.0380765211468298,0.0288899977857292,0.0283711633124102,0.133564030861733,0.481414897615422,0.747427399009118,0.360152246638153,30,54,0.154166055976842,1.5,14.6894350527512,0.9,46.052974642822,3.470296595505,0.803769768167387,0.485248811019683,20.6303714922553,0.457675544903311,0.62516542535554,1.94098370619138,0.485248811019683,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.177382840166691,0.448525879196279,88.6435850453686,0.653273708861237,0.937056739615085,2567.19652795829,0.448346678074407,0.675010040914594,1.83246421326966,0.19581073695189,1.12269356693564,0.58,26.6052876957531,0.013,0.0238,0.0072,0.177,0.811,0.76,0.171537887352614,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0332684935460925,0.219342259853539,0.383716095017621,0.95076025097633,3.18965996471819,0.114274761013067,0.121017657450546,0.817725135608474
32,"MALE","European_ICRP_2002",69.4782911421907,0.238041058940525,181.585561446706,47.5596362266502,40,17.084356579135,0.857836547017906,1.4043062086947,0.47,0.927772779165175,0.392961216766751,0.0256957249201951,10.9356486146969,1.50766772371349,0.485521202452555,13.665547788773,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0223847685442505,0.0364328639879552,0.082554179173691,0.37607618300179,0.639325964828173,0.410926479508886,30,54,0.10890082273382,1.5,14.807701088314,0.9,45.5444435908365,2.45941030315228,0.461854195784508,0.5,5.34394229037694,0.719110442958586,0.892131939266243,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.178722398042547,0.392461385491833,110.67663224034,0.741554284375733,0.944639656501478,2652,0.418842502167431,0.632257529537463,2.40730718368668,0.186899013326021,1.28825319741553,0.58,31.4623038040244,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0346410693396023,0.172777144239784,0.333387874102598,0.867483751044404,3.52441059782438,0.0857255911264033,0.163602629755788,0.935072355861761
33,"MALE","European_ICRP_2002",72.0510451014873,0.209661521354259,192.622921591301,31.9798850770946,40,18.537910279542,0.759054299033086,0.642930318665902,0.47,0.905143312775072,0.442361092795489,0.0264083498491143,13.0329860445262,1.5615731956211,0.527709845831855,8.74901733817434,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0232571298131277,0.0419272711646983,0.0791074202631685,0.413861142060335,0.665606192727799,0.652086353164009,30,54,0.147201095728057,1.5,14.9339688657494,0.9,43.0880872297407,2.8604187884375,0.571170298399133,0.5,12.3359675529676,1.50812001007968,1.25645477387135,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.150965413811123,0.409557271760938,99.5057108512424,0.754448657607979,0.943723698060243,2652,0.496363041703741,0.598647471765038,2.5121428212244,0.185197810504964,1.66509852004334,0.58,35.4464448805287,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0337679691840454,0.0980240886692202,0.346815266086924,0.988405499056146,3.83243517794736,0.0845554434512312,0.30776125061411,0.801399271914302
34,"MALE","European_ICRP_2002",59.6789419505493,0.230558121940207,163.315785905889,75.069944330058,40,16.088677435665,0.904713305019087,1.38786966792388,0.47,0.90654885875414,0.385950388264223,0.0299968564714099,9.3355039869772,1.33925069276159,0.453943558028353,13.123659746422,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0227158352471756,0.0305962721869985,0.0827264492001516,0.474797769183767,0.700457864889181,0.328561587663274,30,54,0.142773291291108,1.5,15.0496025457291,0.9,45.2109182447428,1.52700282946183,0.664375323149057,0.5,18.263096604312,0.87344759055185,0.652510411390077,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.206587587379943,0.208246379709197,58.1735000583855,0.674218945943884,0.47421853735464,2652,0.355318658197647,0.370511047960367,1.49693784559809,0.160479726720414,1.3425252309585,0.58,25.5204318778286,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0338872019411513,0.122702450014396,0.216284136251282,0.769047815323337,3.17097911675287,0.0869098533385094,0.0953231203388018,0.656228907733996
35,"MALE","European_ICRP_2002",74.3240134323973,0.235206744301899,191.576333689266,72.6646982164423,40,17.7762312487712,0.806760374703322,1.92605685995473,0.47,0.973243323698999,0.401760666313552,0.0260311745318172,11.7594513760676,1.42695870088495,0.431489779723357,17.783754567521,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0212008650128251,0.0351966944506431,0.0800973081583805,0.498177812362745,0.700849383257874,0.368529552241493,30,54,0.150239528358683,1.5,14.9617162432603,0.9,44.2722592604117,1.56110803910441,1.10905443230553,0.5,9.50787620014096,1.18198836039088,0.96298163480929,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.195513570194243,0.239642349437463,146.579143772257,0.636492973266647,0.55483119856431,2652,0.433427468964326,0.349362694903473,2.01215638258198,0.145375057802756,1.06518665322316,0.58,31.8438651477073,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0339761060675358,0.0800806293858659,0.221611282870551,0.800788067512625,3.89745274915825,0.0809625142562898,0.111977096861924,0.696464758103396
36,"MALE","European_ICRP_2002",59.0099500102613,0.220847838235683,163.692236461945,22.7728470995896,40,16.3461713487496,1.21694347166342,0.52779303709333,0.445909490331965,0.887164903379219,0.385868312139064,0.0329249691444684,9.52511993714751,1.60216895913336,0.570656972967621,12.935783202961,0.766273286464751,0.756694870383942,0.00191568321616188,0.188908611601642,0.183726713535249,0.220472056242298,0.817038891693041,0.881214279434464,0.0015325465729295,0.00193867141475582,0.165354042181724,0.0110236028121149,0.0367453427070497,0.0267458255243495,0.0307770504070594,0.128737200166013,0.362039944490252,0.771718944617749,0.294094001811568,30,54,0.2016977770373,1.5,15.1910383290921,0.9,44.3982754001077,3.30622664704308,0.681285114258024,0.487680113355767,9.97296561248453,0.34489187385976,0.886280262024509,1.9507108172192,0.487680113355767,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.172251454805074,0.424543132528592,174.398108655407,0.554228556451905,0.928541506507402,2581.17390157598,0.342526426987262,0.683133923895255,1.74033826672367,0.208882305038328,1.77097448803752,0.58,24.3356644354109,0.013,0.0238,0.0072,0.177,0.811,0.76,0.169636203867214,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0331951300248837,0.175611785676408,0.387424655487773,0.937632214381533,2.7563114989811,0.128154196687756,0.2013945713369,0.827648510020148
37,"MALE","European_ICRP_2002",96.7936025494352,0.273250047355459,224.958477733643,24.0552407866601,40,18.8210220764562,0.931531753416509,0.540315276688923,0.450184135955534,0.988031760725952,0.415667715558933,0.0280164482510984,13.0052484737104,1.45583013987819,0.511636387936561,27.5180323337037,0.772257790337747,0.762604567958525,0.00193064447584437,0.18377903685336,0.177742209662253,0.213290651594703,0.823419868947623,0.888096458888409,0.00154451558067549,0.0019538122095545,0.159967988696028,0.0106645325797352,0.0355484419324506,0.0266564405524172,0.0347705637273294,0.115635704707773,0.352667782911396,0.731020130237877,0.557579391993425,30,54,0.134686783419265,1.5,14.9591894139176,0.9,44.3627945797439,3.57152597814449,2.14970107742891,0.48986616712766,15.4483339093697,1.69069965590985,1.52378931535391,1.95945674216502,0.48986616712766,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.163471706520403,0.375755112975385,171.413465368448,0.586341036481117,1.038490558095,2593.74135970927,0.482570570765215,0.613585578645622,2.52855514337332,0.221663638853713,2.01447943020636,0.58,40.943127450275,0.013,0.0238,0.0072,0.177,0.811,0.76,0.167926345617787,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0346290523696368,0.206594702160593,0.366894687460285,1.00536713347614,4.17039229322027,0.107935491942951,0.364874920747388,0.850434106512299
38,"MALE","European_ICRP_2002",71.5681382948512,0.238656852352656,185.54691944663,45.608312502321,40,17.3170099232247,1.21606720614253,1.13099177683734,0.47,0.911123423996969,0.394835644574472,0.0281624259691526,11.598839596889,1.44277429029337,0.467362063437348,15.1865309925784,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0216039785449749,0.0379944559627223,0.0812565925741805,0.402864477489789,0.615688047319379,0.626686366103257,30,54,0.0840651948323636,1.5,15.0039863752089,0.9,43.7843019620951,2.51766183960438,1.47182579778921,0.5,4.32932019095601,0.629563169782807,1.78467198019738,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.187068638848682,0.358061581656155,186.935921868184,0.814748621099731,0.972140736338849,2652,0.489073830953873,0.639271033466694,2.36052785190161,0.192189474164429,1.14324050649571,0.58,30.7332826214611,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0336067165308713,0.157715399408585,0.368381894154084,0.868071185900646,3.79798828707757,0.0921629689101935,0.414772103815735,0.876395188596116
39,"MALE","European_ICRP_2002",73.0513781058884,0.259205109885403,184.572865904788,38.8661246443475,40,16.7877474512171,0.827259504216118,1.02668977709189,0.47,0.952384490756319,0.379476502757346,0.0279747484608422,10.80511087973,1.52946184358123,0.460257088287133,11.4999300539075,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0223077186148703,0.0409720715569227,0.0778819549210998,0.309094698240844,0.609269140707949,0.496014740801436,30,54,0.135081188051576,1.5,14.7611444368264,0.9,43.8413986601319,2.87390447780997,1.54499886786105,0.5,10.6632647145856,1.63754100189982,1.47565327242149,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.155152353537016,0.375685732008484,77.7461831713443,0.646230310617615,0.830944817448066,2652,0.438262602459728,0.604261996630931,2.63014529014541,0.192264254477607,1.35688452817189,0.58,36.6029386583082,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0334595322727729,0.195104897610415,0.335401057380883,0.905662790199606,3.74106521656804,0.0890435265689987,0.367486176939003,0.845705056986708
40,"MALE","European_ICRP_2002",92.0208225592907,0.264295745412775,218.398411727619,31.5288155467849,40,18.6594126655633,0.940504773608153,0.787813128414945,0.47,1.00033829735162,0.48169615107413,0.0267069043973348,13.3071352054151,1.40739320330512,0.479536543066445,30.4741361287388,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0218796420542146,0.0424525226381619,0.0827825791578042,0.44921646021147,0.589522063799585,0.406460911371178,30,54,0.101794270426959,1.5,14.8115350549518,0.9,43.2871527550764,2.99460341478068,1.6859016505176,0.5,12.7467375509978,1.62284578427467,0.956405079361998,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.143393972104537,0.403813546849225,371.242880988221,0.727378246434195,0.884847000188543,2652,0.341220661794186,0.615023525685872,2.80744074655782,0.174746948221807,0.779701280358521,0.58,33.8478616889516,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0339771376580459,0.25816358589217,0.333526587002571,1.05449046604455,4.29930395657288,0.0868203548270527,0.193039074474628,0.80818639722866
41,"MALE","European_ICRP_2002",75.9033905620791,0.249563646694664,191.759984832752,65.931970057046,40,17.4397368082227,1.0045948347935,0.784940140926018,0.47,0.954241271337935,0.416298860128965,0.0256908726328714,11.4787060209302,1.46869847555384,0.471840138352047,15.6974642127797,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0217313415842962,0.0327887527966991,0.0873297294572537,0.404065702832164,0.630077820441461,0.475812822489823,30,54,0.131754338107807,1.5,14.7520498454884,0.9,44.1836406443751,2.00105591657708,0.404741422081574,0.5,16.6914260755639,0.768624716241258,1.06147723192121,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.21062949329186,0.276997030145045,91.5583206096404,0.688912849364057,0.702794900698802,2652,0.441890748639033,0.504619576453303,2.0224663413007,0.173198971488305,2.35438395293608,0.58,33.9304575357827,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0304393904621648,0.241588353477509,0.245975157016278,0.85211545350761,4.01196923426401,0.0818947174431442,0.220900480666254,0.751451023317387
42,"MALE","European_ICRP_2002",71.2488880797876,0.251222494246465,182.568720936218,42.4589696640423,40,16.8406862165201,1.26450444138414,1.48802963753326,0.47,0.861962275013138,0.412927231189381,0.0279923876200833,10.8249093749271,1.56970115067672,0.477612519762148,14.7489248636142,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0210194638819801,0.0409334763435406,0.0815356761666468,0.586703304092073,0.60883197813321,0.358346197543456,30,54,0.143511888771765,1.5,15.1167248020036,0.9,43.6833723221006,2.83830085399377,0.803332895732187,0.5,27.6129102077736,1.36235053931654,1.04212222855159,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.169975201164108,0.405628545318107,107.237375234643,0.731080688528831,0.946158579692775,2652,0.452004959551724,0.6810281684641,2.18799284171547,0.185484400328604,1.52834961127173,0.58,32.1211861047899,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0364991645161204,0.167591519685325,0.352623778845529,0.841701049753525,3.51324888516865,0.0831827887757933,0.131349344758699,0.883613142230356
43,"MALE","European_ICRP_2002",71.9577974251249,0.226460229974697,188.763423583935,45.559555100072,40,17.8255508212189,0.91419105730126,1.186339789907,0.47,0.836995166037335,0.412270677610676,0.0260068862407151,12.1447975169479,1.49061487285171,0.452934705308395,13.7016527943859,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0242308764678507,0.0371393047696766,0.0817954724604576,0.321844801215454,0.667608677392993,0.646054904726374,30,54,0.105809775794345,1.5,15.201236878479,0.9,45.4903288893219,2.56348787525826,0.440200015519746,0.5,25.0761512211747,0.80092486370546,1.0701403971031,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.175550641797614,0.406996893588099,57.4828085148653,0.698496775521793,0.867006675860584,2652,0.342844468754226,0.652176616405542,1.77623325457067,0.183087491224277,0.893923319739114,0.58,33.6513415954839,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0314509928577896,0.12517757527537,0.313984975378387,0.936409659113473,3.52287435791705,0.089105489239368,0.243575738406672,0.897344104752036
44,"MALE","European_ICRP_2002",67.7386685417201,0.249202626705749,176.135450082419,63.4229038857962,40,16.4870145101169,1.06159951181831,1.65755746196048,0.47,0.883750560324817,0.420200457671392,0.0274768850163334,10.2305162619971,1.5917127074933,0.482389369031576,14.042712669729,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0207850082123971,0.0329460228312646,0.079249855124904,0.491112020724606,0.649352936000099,0.416802058859373,30,54,0.13808553383775,1.5,14.8751899392501,0.9,45.6245451358018,1.80702199438019,1.01530249440523,0.5,32.5079285658941,0.489151164571504,0.768330221008634,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.187343884701575,0.280601284344854,168.47472326471,0.588904205424386,0.702941520194817,2652,0.394052701330732,0.487678891572853,1.48550322646745,0.175963477339349,1.26840432058901,0.58,31.0393862529849,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0358228032515816,0.116172797745799,0.29486869985856,0.807034589631265,3.54403350400056,0.0892824587215155,0.198080299213473,0.848373109726765
45,"FEMALE","European_ICRP_2002",42.0352618670242,0.20661887614117,129.055124655978,77.734266583684,40,14.2633612296933,0.898374135888137,1.67883817188751,0.41,0.634954360147882,0.290079870852081,0.0303517683717785,6.28313281941094,1.26407895180214,0.449985094089977,12.9233336379165,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0248038594120823,0.00472689257281375,0.0856798716684306,0.358378378518551,1.04864427022706,0.308845108373516,30,59,0.0730871147757611,1.5,14.8096265760212,0.9,44.9950842848073,1.78020240347449,1.28180312079522,0.5,9.09910235518323,1.04001261226128,0.956227183028166,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.146928593001023,0.217618529908249,149.452221770413,0.750771724210591,0.529557922429308,2652,0.354740044866308,0.461100876094604,1.24035026651912,0.145873230370659,0.837342800980994,0.53,13.3791907363702,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0337951047624152,0.130537626092483,0.293768515395915,0.747983078986437,2.20150066552655,0.102403191739102,0.178386310876049,0.719208560584118
46,"FEMALE","European_ICRP_2002",56.0246959612947,0.221817092356103,157.269068561485,18.3161163433996,40,15.892501098094,1.11178346298063,1.12178099338257,0.41,0.637485761789516,0.292413344913782,0.0362039208074766,8.17325279301263,1.49156788845791,0.494552737863801,18.2296335454399,0.745475209602531,0.7361567694825,0.00186368802400633,0.206735534626402,0.204524790397469,0.245429748476962,0.794862942238699,0.857296491042911,0.00149095041920506,0.0018860522802944,0.184072311357722,0.0122714874238481,0.0409049580794937,0.0281211225348749,0.00819251828543451,0.138176209196538,0.31399003944662,0.920658978208802,0.147501124496371,30,59,0.122277608253968,1.5,14.6737383298264,0.9,44.6581936525356,2.75294405362024,0.801305636158176,0.495225186212336,13.6995497705334,1.34135564502864,1.51005021223343,1.98091632336089,0.495225186212336,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.142854129014404,0.415567566876493,67.2295751076276,0.666690376871896,1.0058222983879,2537.49794016532,0.27799868392961,0.776216677633916,1.54627606176864,0.212137310263557,0.635712540006457,0.53,20.2030575244054,0.013,0.0238,0.0072,0.177,0.811,0.76,0.175578511542134,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0332430148327359,0.132474068397261,0.414567064840263,0.681970294783213,2.2505888050045,0.120540996645974,0.193036461271158,0.795722462068048
47,"FEMALE","European_ICRP_2002",74.8119857604047,0.301912581795879,180.869575502388,68.5421217980525,40,15.7414590976756,0.82174067628209,1.09490845984469,0.41,0.782850405859872,0.323062702173193,0.0307510195588776,8.05433749555539,1.2424645845785,0.44691826993125,38.543290760406,0.8,0.79,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0269980734878449,0.00553719186296787,0.090726648150186,0.353239283176426,0.879735171906949,0.395394093498849,30,59,0.126277256974189,1.5,15.501382884387,0.9,43.1676608466002,1.76369664657147,1.03587025660714,0.5,7.85851766721207,2.77836689663817,1.14915460458537,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.178956683645042,0.274095913353006,64.8736147667146,0.671121445007434,0.686772449018469,2652,0.380333588700248,0.474756947013238,1.1383582061377,0.183633303506088,0.86775814831461,0.53,17.7536707446717,0.013,0.0238,0.0072,0.177,0.811,0.76,0.16,0.022,0.0049,0.0078,0.0042,0.079,0.19,0.666,0.76,0.0295868012176803,0.244800874158787,0.281757584395127,0.826077815959604,2.96488771995561,0.108241812096971,0.0858440167427718,0.842008467692833
